0.015625,0.39063,-0.78125,0.35533,-0.058217,0.7284,-0.069242,-0.30893,0.8096
0.14063,0.85938,-0.015625,-0.36221,-0.74765,0.35465,-0.030893,-0.65833,-0.1012
0.015625,0.96875,0.046875,0.22572,-0.7886,-0.2958,0.082025,0.066046,-0.070307
0.59375,-0.25,-0.42188,-0.28466,0.38957,0.77077,-0.87565,0.24182,0.61998
0.046875,0.375,-0.75,0.3288,-0.11161,0.70082,-0.11185,-0.39415,0.85541
0.03125,0.78125,-0.03125,-0.37254,-0.73101,0.37387,0.16725,-1.0589,-0.18749
0.03125,0.9375,0.03125,0.22565,-0.79464,-0.29582,0.092678,0.095874,-0.062851
0.625,-0.23438,-0.45313,-0.28248,0.3937,0.7733,-0.93317,0.33556,0.7574
0.10938,0.32813,-0.71875,0.3641,-0.079439,0.71612,-0.04048,-0.6104,0.86819
-0.046875,0.64063,-0.03125,-0.34673,-0.7391,0.3815,0.2514,-1.1654,-0.18109
0.09375,0.96875,0.0625,0.22567,-0.78861,-0.29827,0.082025,0.11718,-0.04048
0.625,-0.20313,-0.375,-0.27394,0.39584,0.77842,-0.87671,0.32171,0.94702
0.0625,0.3125,-0.8125,0.3545,-0.10257,0.70138,0.18109,-0.72971,0.81599
0.03125,0.5625,-0.046875,-0.34444,-0.73074,0.38641,0.10972,-0.95022,0.1502
0.03125,0.98438,0.03125,0.21347,-0.78672,-0.29115,0.084156,0.017044,-0.024501
0.53125,-0.28125,-0.32813,-0.28664,0.3814,0.78052,-0.73716,0.25992,1.0706
-0.03125,0.21875,-0.76563,0.37641,-0.10065,0.69771,0.2024,-0.72118,0.69775
0.21875,0.625,-0.015625,-0.338,-0.73069,0.38651,-0.053263,-0.7574,0.38669
0.015625,0.98438,0.046875,0.22159,-0.78463,-0.29836,0.06072,-0.0031958,-0.04048
0.5,-0.3125,-0.32813,-0.28044,0.36091,0.78052,-0.82345,0.22371,1.0962
-0.015625,0.25,-0.71875,0.36095,-0.14334,0.67039,-0.0042611,-0.69775,0.6072
0.29688,0.67188,0.0625,-0.34203,-0.72443,0.40096,-0.033023,-0.97685,0.42078
0.03125,0.95313,0.046875,0.21556,-0.7887,-0.28864,0.069242,0.027697,-0.04048
0.48438,-0.3125,-0.375,-0.27406,0.36301,0.78313,-0.90228,0.20773,1.142
0.03125,0.28125,-0.71875,0.38533,-0.11301,0.68959,-0.012783,-0.86286,0.6072
0.29688,0.65625,0.015625,-0.33554,-0.71813,0.4011,0.19388,-1.2442,0.31106
0.046875,0.90625,0.03125,0.22371,-0.78862,-0.29338,0.091613,0.08096,-0.0010653
0.5,-0.42188,-0.39063,-0.27189,0.3528,0.7905,-0.81812,0.16405,1.2623
-0,0.26563,-0.75,0.38635,-0.15027,0.66056,0.054328,-1.126,0.61466
0.29688,0.60938,-0.015625,-0.32883,-0.71178,0.41572,0.29401,-1.3263,0.33449
0.09375,0.92188,0.046875,0.24232,-0.79645,-0.28555,0.08096,0.10866,0.023436
0.48438,-0.45313,-0.39063,-0.26145,0.35078,0.78578,-0.82558,0.084156,1.3316
-0.015625,0.17188,-0.78125,0.4141,-0.12703,0.66741,0.049002,-1.1803,0.48363
0.4375,0.57813,-0.015625,-0.333,-0.70971,0.42291,0.29401,-1.2954,0.40374
0.078125,0.98438,0.03125,0.21769,-0.78666,-0.28611,0.0063916,0.034088,0.046872
0.42188,-0.46875,-0.375,-0.23798,0.35306,0.80106,-0.88843,0.04048,1.3199
-0.078125,0.125,-0.79688,0.42629,-0.15003,0.64279,-0.027697,-1.1761,0.4048
0.48438,0.70313,-0,-0.31786,-0.70956,0.4304,0.21944,-1.175,0.36219
0.0625,0.98438,0.03125,0.21558,-0.79071,-0.28617,0.0021305,-0.0085221,0.061785
0.4375,-0.5,-0.4375,-0.24029,0.32839,0.79839,-1.0759,-0.0063916,1.2581
-0.015625,0.25,-0.75,0.44448,-0.14108,0.63287,-0.56672,-1.0887,0.18323
0.51563,0.75,0.015625,-0.31526,-0.69281,0.45225,0.27164,-1.2879,0.28869
0.046875,0.95313,0.03125,0.22398,-0.79061,-0.27857,0.021305,-0.0042611,0.076699
0.46875,-0.5,-0.5,-0.22962,0.30595,0.81324,-1.1398,-0.082025,1.2059
-0.015625,0.20313,-0.78125,0.4642,-0.16223,0.61874,-0.52731,-1.2474,0.13955
0.46875,0.73438,-0.03125,-0.30674,-0.70106,0.45235,0.31745,-1.3635,0.2759
0.046875,0.9375,0.0625,0.21956,-0.79068,-0.29348,0.022371,0.0053263,0.1257
0.4375,-0.54688,-0.48438,-0.22336,0.30393,0.8109,-1.029,-0.16299,1.2155
-0.14063,0.1875,-0.8125,0.47481,-0.16751,0.60035,-0.62424,-1.3497,0.079895
0.5,0.6875,-0.09375,-0.30196,-0.68013,0.47425,0.52518,-1.2943,0.30467
0.078125,0.92188,0.0625,0.20923,-0.7928,-0.29373,0.0074569,0.028762,0.18536
0.375,-0.5625,-0.53125,-0.2061,0.28981,0.83826,-1.1239,-0.24714,1.1856
-0.20313,0.3125,-0.82813,0.49807,-0.17981,0.57599,-0.90015,-1.2378,-0.02024
0.53125,0.76563,-0.078125,-0.28902,-0.68209,0.47928,0.55607,-1.1707,0.27484
0.09375,0.9375,0.0625,0.21141,-0.79076,-0.28874,-0.039415,0.0031958,0.1747
0.40625,-0.54688,-0.5625,-0.20859,0.27738,0.82088,-1.1622,-0.27803,1.1462
-0.25,0.28125,-0.79688,0.50128,-0.19931,0.55947,-0.90867,-1.2016,-0.087352
0.53125,0.75,-0.09375,-0.29077,-0.66747,0.49864,0.63277,-1.2304,0.12783
0.046875,0.98438,0.03125,0.19894,-0.79894,-0.28904,-0.051133,-0.015979,0.15127
0.42188,-0.51563,-0.59375,-0.18517,0.25095,0.84337,-1.3422,-0.33769,1.0951
-0.23438,0.3125,-0.8125,0.53211,-0.19383,0.54153,-0.90867,-1.2187,-0.23436
0.39063,0.67188,-0.1875,-0.26669,-0.65885,0.52563,0.7084,-1.2922,0.055394
0.0625,0.96875,0.03125,0.19686,-0.79696,-0.29156,-0.052198,-0.014914,0.15659
0.34375,-0.51563,-0.60938,-0.18326,0.22631,0.84078,-1.3529,-0.49961,1.0653
-0.32813,0.375,-0.79688,0.52411,-0.21876,0.51442,-0.80427,-1.2815,-0.3771
0.45313,0.70313,-0.17188,-0.25356,-0.65453,0.54035,0.7851,-1.1675,0.13103
0.078125,1,0.03125,0.20923,-0.79682,-0.29127,-0.064981,0.0010653,0.14594
0.29688,-0.46875,-0.65625,-0.1451,0.21227,0.85873,-1.3326,-0.60614,1.0397
-0.40625,0.32813,-0.79688,0.56611,-0.21316,0.50704,-0.75421,-1.2123,-0.48363
0.42188,0.76563,-0.20313,-0.24265,-0.63364,0.54063,0.78297,-1.0642,0.19601
0.046875,0.98438,0.03125,0.19678,-0.79898,-0.29403,-0.073503,-0.0042611,0.11185
0.34375,-0.46875,-0.6875,-0.15354,0.18967,0.86579,-1.3188,-0.72225,0.99922
-0.4375,0.3125,-0.76563,0.55459,-0.22925,0.48402,-0.76699,-1.1569,-0.57844
0.5625,0.84375,-0.20313,-0.23362,-0.62722,0.56736,0.88843,-0.96833,0.24821
0.09375,0.96875,0.0625,0.18862,-0.787,-0.29667,-0.037284,-0.0074569,0.092678
0.29688,-0.53125,-0.73438,-0.11328,0.16744,0.88619,-1.2581,-0.78084,0.96406
-0.4375,0.45313,-0.71875,0.60394,-0.2006,0.46861,-1.0131,-1.0663,-0.69242
0.53125,0.71875,-0.3125,-0.2311,-0.62087,0.58916,1.0717,-1.0972,0.20986
0.0625,0.98438,0.0625,0.19685,-0.79294,-0.29402,-0.057524,0.0063916,0.11292
0.29688,-0.51563,-0.76563,-0.10727,0.14484,0.87632,-1.2911,-0.85434,0.95341
-0.46875,0.46875,-0.71875,0.59412,-0.22908,0.44352,-0.95341,-1.0504,-0.78617
0.53125,0.70313,-0.35938,-0.21567,-0.59366,0.60161,1.0141,-1.1025,0.11611
0.046875,0.96875,0.03125,0.17632,-0.78512,-0.29449,-0.064981,0.0085221,0.11931
0.28125,-0.48438,-0.76563,-0.067161,0.11231,0.89173,-1.4413,-0.96833,0.96406
-0.5,0.51563,-0.73438,0.64009,-0.19333,0.44045,-0.72864,-1.0418,-0.87245
0.51563,0.67188,-0.34375,-0.20658,-0.58307,0.63078,0.82771,-1.0983,0.1992
0.03125,0.95313,0.0625,0.18649,-0.79306,-0.29673,-0.036219,0.010653,0.16085
0.23438,-0.5,-0.79688,-0.039919,0.079642,0.89455,-1.1771,-1.1345,0.87991
-0.5625,0.40625,-0.70313,0.63945,-0.19344,0.40531,-0.45487,-0.87671,-1.0045
0.60938,0.85938,-0.20313,-0.18929,-0.58291,0.63831,0.59016,-0.87671,0.33449
0.0625,1.0156,0.09375,0.18222,-0.79311,-0.30424,-0.089482,-0.0031958,0.18855
0.1875,-0.51563,-0.82813,-0.010356,0.073692,0.90006,-1.1036,-1.2655,0.76593
-0.5625,0.40625,-0.67188,0.66896,-0.1755,0.41011,-0.46659,-0.78723,-1.0301
0.64063,0.90625,-0.15625,-0.18884,-0.55787,0.65533,0.73077,-0.81067,0.41865
0.09375,0.96875,0.10938,0.17813,-0.80321,-0.29695,-0.034088,0.054328,0.1779
0.1875,-0.5,-0.84375,-0.0086119,0.05105,0.88763,-1.0472,-1.3571,0.6104
-0.5625,0.5,-0.67188,0.64833,-0.18988,0.38898,-0.47511,-0.71053,-1.0802
0.57813,0.85938,-0.28125,-0.17571,-0.5577,0.67245,1.2176,-0.80534,0.43889
0.125,0.95313,0.09375,0.17818,-0.8032,-0.29448,0.026632,-0.010653,0.18855
0.17188,-0.54688,-0.84375,0.046436,0.033017,0.90837,-0.99496,-1.3902,0.56992
-0.57813,0.5,-0.67188,0.68335,-0.15421,0.38775,-0.41865,-0.75953,-1.1207
0.71875,0.6875,-0.34375,-0.17725,-0.52227,0.69432,1.5787,-0.56139,0.28016
0.14063,0.96875,0.0625,0.18026,-0.80117,-0.29442,-0.02024,0.036219,0.15233
0.125,-0.51563,-0.82813,0.056625,0.012481,0.89614,-1.1558,-1.5063,0.50067
-0.60938,0.54688,-0.64063,0.67549,-0.15435,0.35866,-0.43995,-0.69349,-1.1516
0.67188,0.65625,-0.46875,-0.16187,-0.5013,0.70674,1.6054,-0.52518,0.22371
0.09375,0.98438,0.0625,0.16981,-0.80129,-0.30208,-0.071373,0.037284,0.095874
0.09375,-0.48438,-0.82813,0.10901,-0.015982,0.88966,-1.2059,-1.6235,0.37604
-0.64063,0.59375,-0.60938,0.70122,-0.117,0.34899,-0.07883,-0.63596,-1.1643
0.64063,0.76563,-0.5625,-0.14841,-0.47405,0.73123,1.0514,-0.49961,0.16831
0.03125,-0.42188,-0.96875,0.14021,-0.048708,0.87779,-0.93956,-1.7247,0.030893
-0.625,0.42188,-0.64063,0.6824,-0.11898,0.32173,0.39841,-0.64235,-1.2485
0.71875,0.76563,-0.57813,-0.14593,-0.46771,0.75062,0.97046,-0.36432,0.24288
-0.10938,-0.4375,-0.98438,0.17613,-0.04846,0.88347,-0.79256,-1.7417,-0.10972
-0.60938,0.34375,-0.70313,0.71026,-0.081571,0.32863,0.58803,-0.76379,-1.2208
0.70313,0.8125,-0.57813,-0.14779,-0.44482,0.75794,1.159,-0.21199,0.056459
-0.125,-0.375,-0.98438,0.20908,-0.087429,0.85436,-0.87139,-1.7066,-0.17257
-0.625,0.21875,-0.64063,0.71403,-0.067376,0.32875,0.28443,-0.73397,-1.094
0.73438,0.75,-0.60938,-0.14102,-0.42184,0.76781,1.3593,-0.1534,-0.15553
-0.078125,-0.39063,-0.96875,0.24081,-0.0913,0.86239,-1.0365,-1.6043,-0.29827
-0.76563,0.17188,-0.5625,0.71935,-0.04083,0.30828,0.40906,-0.62211,-1.2165
